CustomerID;Name;Gender;Age;City;Signup_Date;Last_purchase_date; purchase_amount ;feedback_score;email;Phone_number;Phone_numbre_10_digits;Country
C4423;Neha;Male;;Bangalore;10/5/2025;;;;;;;Canada
C4424;Kiran;Female;;;1/10/2024;;;;;94643313;0094643313;India
C4425;;Female;60;Chennai;16/3/2024;;;10;user4424mail.com;;;
C4426;Amit;Female;;Ahmedabad;22/10/2021;10/10/2025;;3;;9361616186;9361616186;
C4427;;;;Bangalore;;;;10;;;;India
;Sneha;Male;;Bangalore;;;;1;user4427mail.com;;;India
C4429;Sneha;Male;;;;;3375.38;10;;;;Canada
C4430;Priya;Female;;Ahmedabad;;;;;user4429@mail.com;994888153;0994888153;
C4431;Sneha;Female;;;;;;5;;;;India
C4432;Kiran;Male;;Pune;16/10/2024;;;4;;;;India
;Pooja;;70;Delhi;;26/12/2022;;;;;;Canada
;;;;Hyderabad;13/8/2020;;3045.72;10;;;;Australia
;Ankit;Male;;Ahmedabad;12/12/2021;23/4/2022;;10;;;;India
C4436;Pooja;;;Bangalore;;;;;user4435@mail.com;984614134;0984614134;
C4437;Neha;;44;Kolkata;30/9/2022;;;;user4436@mail.com;977796149;0977796149;Australia
C4438;Ravi;Male;;Hyderabad;29/1/2021;;;10;;;;India
;Priya;;;Delhi;;3/10/2021;;3;user4438mail.com;;;Australia
C4440;Neha;Female;;Pune;;30/12/2021;3686.94;10;user4439mail.com;;;India
;Simran;Female;60;Hyderabad;4/12/2025;;2543.57;10;;;;
C4442;Pooja;;50;Hyderabad;;;;1;user4441mail.com;;;Australia
C4443;Kiran;Female;53;Bangalore;;;;10;;;;USA
C4444;Rahul;Female;;Mumbai;;;;1;;;;Australia
C4445;Simran;Male;;Ahmedabad;5/11/2021;;;10;;;;UK
C4446;Rahul;Female;;Ahmedabad;;4/4/2022;;;;;;India
C4447;;Female;22;Kolkata;;;;5;;;;UK
C4448;;Male;;;;;;1;user4447@mail.com;;;UK
C4449;Ravi;Male;;Pune;;14/12/2025;;2;user4448@mail.com;;;
C4450;Simran;Male;;Delhi;;18/3/2023;;1;;;;Australia
C4451;;Male;;Hyderabad;;29/7/2025;298.19;;;986466996;0986466996;Canada
;Kiran;Male;;Pune;26/1/2022;;;1;;;;Australia
;Neha;Male;;Pune;;10/11/2025;;3;user4452@mail.com;;;Canada
C4454;;Male;;Kolkata;15/7/2021;;;;;976424889;0976424889;Australia
C4455;Priya;Female;;Ahmedabad;;;;10;user4454@mail.com;;;Australia
C4456;;Female;;Hyderabad;;17/8/2024;;3;user4455mail.com;;;Australia
C4457;Pooja;Male;;Hyderabad;12/12/2020;17/1/2025;;10;user4456mail.com;9125843146;9125843146;Australia
;Simran;;;Pune;25/10/2021;8/9/2025;266.81;10;user4457@mail.com;;;UK
C4459;Amit;Female;;Pune;6/3/2023;3/7/2023;3255.83;10;;;;UK
C4460;Kiran;Female;;Mumbai;;29/5/2023;;;user4459mail.com;;;Australia
C4461;Simran;;;Chennai;3/9/2020;6/10/2025;;10;user4460mail.com;9179163299;9179163299;USA
C4462;;Male;;;2/6/2023;;;;user4461mail.com;9115439;0009115439;Canada
C4463;;Female;;Hyderabad;;;;;;;;Canada
;Ankit;;;Delhi;25/7/2023;;;;user4463@mail.com;;;Australia
C4465;Sneha;Male;;;11/3/2021;;1340.16;10;;958333174;0958333174;USA
C4466;Priya;;60;Bangalore;29/6/2025;26/9/2020;;1;;9196671762;9196671762;USA
;Amit;Male;22;;;;1694.78;;;;;Canada
C4468;Pooja;Male;;Ahmedabad;7/2/2024;;;;;;;USA
C4469;Neha;;;Pune;10/9/2021;15/8/2025;3812.67;1;user4468@mail.com;;;UK
C4470;Simran;Female;;Ahmedabad;31/12/2024;;;1;;;;UK
C4471;;;;Ahmedabad;;29/6/2024;;10;user4470@mail.com;;;Canada
C4472;Sneha;;;Ahmedabad;;;;5;user4471@mail.com;9182883845;9182883845;Canada
C4473;Sneha;;;Hyderabad;;21/12/2021;;4;;;;Australia
C4474;Ankit;Male;37;Pune;;24/11/2022;805.15;1;;;;UK
;Sneha;Male;57;Pune;28/11/2020;2/3/2023;;10;;;;Australia
C4476;;Female;;Bangalore;9/9/2022;5/12/2020;;1;user4475@mail.com;;;Australia
;;;;;15/12/2023;;3230.6;3;;9282646599;9282646599;Australia
C4478;;Female;41;Pune;;24/1/2022;3978.48;1;user4477mail.com;9167575794;9167575794;USA
C4479;Pooja;Male;;Chennai;;;;1;;;;
C4480;Ankit;;;Chennai;;31/5/2022;;10;user4479@mail.com;;;India
C4481;Sneha;Female;;Kolkata;2/8/2024;;;1;user4480@mail.com;;;USA
C4482;Simran;Male;;Ahmedabad;;5/12/2023;;;;;;Australia
C4483;Priya;;;;2/10/2025;19/1/2023;;10;;;;USA
C4484;;Female;;Kolkata;18/11/2024;;;1;;9232931755;9232931755;UK
;Ankit;;;Ahmedabad;;;;1;user4484@mail.com;;;UK
C4486;Sneha;;41;Kolkata;;;;2;user4485mail.com;954537655;0954537655;Australia
C4487;Ankit;Male;34;;;;;1;;;;India
;Kiran;Female;;;6/9/2024;;;;;;;
C4489;Priya;;;Bangalore;;;;1;;925863451;0925863451;
C4490;Priya;Female;;Delhi;30/5/2023;27/1/2023;358.25;;;;;India
C4491;Neha;;31;Bangalore;21/5/2023;;;1;user4490@mail.com;;;USA
;Ravi;Male;;Bangalore;9/10/2020;;1974.46;;user4491@mail.com;9375265;0009375265;Australia
C4493;Amit;Female;;Mumbai;;;1236.03;1;;;;India
C4494;Sneha;Female;;Delhi;;1/7/2023;1975.94;10;user4493@mail.com;;;Australia
C4495;;Female;;Pune;24/4/2024;;2803.72;1;;;;USA
C4496;Ravi;Male;;Ahmedabad;29/5/2023;;;1;;;;
;Simran;Female;;Chennai;1/5/2022;31/8/2020;;3;;9778451262;9778451262;Australia
C4498;;Female;;Hyderabad;;24/2/2022;;1;user4497@mail.com;;;Canada
C4499;Rahul;Male;;Mumbai;12/7/2021;15/10/2023;;1;user4498mail.com;;;Australia
C4500;;Male;;Ahmedabad;;;;;;;;Australia
C4501;Neha;;;Kolkata;20/3/2023;;65.27;;user4500mail.com;;;Australia
;;Male;66;Ahmedabad;1/4/2024;;;1;user4501@mail.com;;;Canada
C4503;Neha;Female;;Mumbai;22/1/2026;;4384.25;;user4502@mail.com;;;
C4504;Ravi;Male;;Hyderabad;11/4/2024;9/1/2025;;1;;;;UK
C4505;;;;Mumbai;;25/10/2021;3438.52;10;user4504mail.com;;;Canada
C4506;Amit;Female;;Ahmedabad;14/7/2021;4/10/2020;2683.12;;user4505mail.com;996619446;0996619446;
C4507;Priya;;;Bangalore;;;312;3;user4506@mail.com;9138169;0009138169;
C4508;Rahul;Female;23;Bangalore;4/12/2022;;;;user4507@mail.com;;;India
C4509;Kiran;Female;;Delhi;7/9/2022;;;;;;;Canada
C4510;Sneha;Female;;Ahmedabad;;;;1;;;;Canada
C4511;;Male;63;Kolkata;26/5/2021;;;1;user4510@mail.com;9496167111;9496167111;UK
C4512;Rahul;;;;4/11/2020;;;10;;9854577762;9854577762;Canada
C4513;Rahul;;;Pune;22/4/2021;;;;user4512mail.com;;;India
C4514;;Male;;Mumbai;;5/9/2025;;2;;;;UK
;Ravi;;;Ahmedabad;21/5/2025;;;1;user4514mail.com;977656745;0977656745;UK
C4516;Rahul;;;;;;3128.03;;user4515mail.com;9876448779;9876448779;
C4517;;Female;45;Kolkata;11/6/2023;;;1;user4516mail.com;;;
C4518;Ankit;Male;;Ahmedabad;;;;2;user4517mail.com;;;
C4519;Amit;Female;;Chennai;11/1/2025;;;;user4518@mail.com;9968669287;9968669287;India
;Rahul;Male;;Mumbai;;;;3;;962525655;0962525655;USA
C4521;Amit;;;Hyderabad;;17/12/2025;;4;user4520@mail.com;;;
C4522;;Female;;Hyderabad;;;;1;user4521mail.com;;;
C4523;Priya;Female;52;Bangalore;19/3/2021;;;4;user4522@mail.com;;;Australia
C4524;Amit;Female;;Ahmedabad;;;;1;user4523@mail.com;;;India
C4525;Neha;;;Hyderabad;;;;10;;;;India
C4526;Rahul;;;Bangalore;16/11/2022;;;3;user4525@mail.com;;;India
C4527;Neha;Female;;Bangalore;2/7/2025;;;1;user4526@mail.com;;;Australia
;;;;Hyderabad;;;;;;;;UK
;Neha;;;Kolkata;14/12/2024;;;1;;;;USA
C4530;;Female;32;Pune;;;;2;user4529mail.com;95421664;0095421664;UK
C4531;Ankit;Male;;Kolkata;;;;1;;;;Australia
C4532;Sneha;;;Hyderabad;;15/6/2023;;5;user4531mail.com;;;USA
C4533;Neha;Male;66;Hyderabad;;;58.14;1;;;;Australia
C4534;Neha;;;Mumbai;30/10/2022;;;;;;;UK
C4535;Ravi;Female;66;Delhi;16/9/2024;;;1;;969677447;0969677447;
;Neha;;;Delhi;;5/4/2023;3162.3;1;;929932677;0929932677;India
C4537;Ravi;;;Pune;21/12/2021;;;1;;;;Canada
;Pooja;Male;;Delhi;11/9/2020;3/5/2021;;1;;;;UK
C4539;Kiran;;;;29/3/2024;;;1;user4538mail.com;;;
;Ravi;Male;54;Hyderabad;1/12/2024;;;;;945267217;0945267217;Canada
;;Male;;;;;;10;user4540@mail.com;;;USA
C4542;Ankit;Male;;;24/12/2021;;;1;user4541@mail.com;9139743549;9139743549;
C4543;Kiran;Female;;Delhi;;;;10;user4542@mail.com;;;USA
C4544;Ravi;Female;;Ahmedabad;;;;;user4543mail.com;;;India
;Priya;;;Delhi;;;;1;user4544mail.com;;;Canada
C4546;Pooja;Female;;;24/4/2022;;;1;user4545@mail.com;;;UK
;;Female;44;Kolkata;;9/6/2021;1376.82;10;;;;
C4548;Kiran;Male;;Ahmedabad;11/2/2023;;;;user4547@mail.com;969136512;0969136512;
C4549;;Female;59;Hyderabad;;;;10;;;;UK
C4550;Ankit;Male;;Pune;;;;3;;925816497;0925816497;USA
C4551;Simran;Male;;Kolkata;22/6/2023;;;10;user4550mail.com;9195272549;9195272549;
;Amit;;;Chennai;6/6/2025;;;1;;;;Australia
C4553;Rahul;;;Pune;25/4/2021;;;10;;;;India
C4554;Ankit;Female;67;Pune;;;1163.28;;;;;USA
C4555;Kiran;Female;;Ahmedabad;2/12/2020;;;;user4554mail.com;;;USA
;Neha;Female;23;;19/5/2024;11/12/2020;;1;user4555mail.com;;;India
C4557;Ankit;Female;45;Kolkata;;;;;;;;Australia
;Simran;;65;Chennai;;15/3/2024;;10;;;;Australia
C4559;;Male;;Ahmedabad;6/2/2022;;;10;;;;
C4560;;Male;62;Delhi;1/2/2025;28/7/2025;;1;user4559mail.com;;;
C4561;Pooja;Male;;Delhi;28/8/2025;11/2/2023;;;user4560mail.com;9963291939;9963291939;Canada
C4562;;Male;;Delhi;23/2/2025;;;10;;;;
C4563;Priya;;;Delhi;10/9/2021;;;5;user4562@mail.com;;;Australia
;Ankit;Female;;Ahmedabad;7/9/2024;;3176.61;;user4563mail.com;;;Australia
C4565;Pooja;Female;;Ahmedabad;;;;;;;;Australia
C4566;;;28;Pune;;;;1;user4565@mail.com;;;Australia
C4567;Pooja;;61;Kolkata;13/11/2020;;;1;user4566mail.com;;;USA
C4568;Pooja;Female;;Delhi;;;;10;;;;
C4569;;;;;;;4374.25;;;;;
C4570;Rahul;;;Pune;;11/9/2020;;10;user4569mail.com;;;Australia
C4571;;Male;;Ahmedabad;5/4/2023;31/10/2021;;;user4570@mail.com;;;Australia
C4572;Priya;Female;33;Bangalore;;;;1;;;;Canada
;Rahul;Female;;Kolkata;;15/7/2025;;1;;96935333;0096935333;India
C4574;Simran;Male;;Mumbai;30/9/2023;;;10;user4573mail.com;9491698685;9491698685;
C4575;Rahul;Male;39;Delhi;;10/7/2024;;;user4574@mail.com;;;India
;Kiran;Female;38;;11/11/2021;;;1;user4575@mail.com;;;USA
C4577;Rahul;Female;69;Pune;26/1/2023;;;10;user4576mail.com;;;UK
C4578;;;;Delhi;24/4/2024;;4735.15;;user4577mail.com;;;India
;Simran;Male;29;Mumbai;29/9/2022;;87.42;;user4578mail.com;974752558;0974752558;Australia
;Ravi;Male;;Bangalore;;;;5;user4579@mail.com;;;USA
C4581;Pooja;Female;;Chennai;18/2/2024;;;1;;;;UK
C4582;Pooja;Female;;Pune;;;462.5;5;;;;
C4583;Pooja;;;Pune;19/3/2022;28/8/2024;;4;;;;India
;Pooja;;;Hyderabad;9/12/2021;;;3;user4583mail.com;;;Australia
C4585;Sneha;Female;59;Delhi;30/9/2021;1/6/2021;;1;;947341879;0947341879;
C4586;Neha;Male;;Mumbai;;;;;user4585mail.com;;;
C4587;Pooja;Male;67;Pune;19/5/2023;;;10;;9973247446;9973247446;UK
;;Female;;Chennai;;;;;user4587mail.com;9649782646;9649782646;Canada
C4589;Kiran;Male;;Mumbai;;;;;;;;Australia
C4590;Simran;Female;46;Ahmedabad;;;;10;;;;Australia
C4591;Ravi;;28;Chennai;;20/6/2023;;10;user4590mail.com;;;India
C4592;Priya;Male;;;;;;;user4591@mail.com;;;UK
C4593;Neha;Male;59;;11/11/2023;;;3;;;;USA
C4594;Neha;Male;60;;18/4/2022;;;;user4593@mail.com;;;UK
C4595;Priya;;63;Mumbai;;;4377.7;;user4594@mail.com;;;Canada
C4596;Amit;Female;;Pune;28/1/2021;;3830.83;1;;;;USA
C4597;Sneha;Male;;Chennai;;;;5;;;;India
C4598;Priya;Male;;Pune;15/4/2024;;;1;user4597@mail.com;;;Canada
;;Female;;Hyderabad;;;;;;;;UK
C4600;Priya;Male;;Pune;3/10/2021;;;1;user4599mail.com;;;Canada
C4601;Sneha;;;Bangalore;19/6/2024;5/8/2021;;1;user4600mail.com;;;UK
C4602;Neha;Male;;Pune;29/3/2021;;;10;;;;Canada
;Simran;Female;;Kolkata;;9/12/2020;;10;;934365326;0934365326;Canada
C4604;Ankit;Female;;Hyderabad;8/1/2026;;;1;;;;India
C4605;;Male;;Kolkata;;12/4/2025;;;user4604@mail.com;;;USA
C4606;Neha;Female;;Pune;;;;5;user4605mail.com;;;USA
C4607;Ankit;Female;;Delhi;26/8/2024;;;1;user4606mail.com;;;USA
C4608;Ankit;Male;;Chennai;1/4/2023;26/10/2021;3021;1;user4607@mail.com;9545926313;9545926313;UK
C4609;Kiran;Female;;Bangalore;15/4/2024;;;1;user4608@mail.com;;;
C4610;Sneha;;52;Delhi;13/11/2023;;;10;;;;
C4611;Ravi;;59;Kolkata;4/3/2021;;4351.72;10;;;;USA
C4612;;Male;;Chennai;20/12/2024;;592.92;;;9832685178;9832685178;USA
C4613;Ankit;Male;38;Bangalore;4/4/2023;;;10;user4612mail.com;;;
C4614;Simran;;;Bangalore;;;961.52;1;user4613@mail.com;;;
C4615;Sneha;Female;;Chennai;6/11/2023;26/6/2023;;10;user4614mail.com;;;India
C4616;Sneha;Female;;;22/3/2025;23/11/2022;4351.37;;user4615mail.com;;;Canada
C4617;Sneha;Female;23;Mumbai;;;;10;user4616@mail.com;;;India
C4618;Ankit;Female;;Bangalore;;;;1;user4617@mail.com;;;USA
C4619;Sneha;;;Chennai;;;;;;;;Australia
C4620;Simran;Male;45;Ahmedabad;4/9/2020;;3125.45;1;user4619mail.com;;;Canada
C4621;Simran;;;Delhi;5/1/2021;;;;;965234171;0965234171;India
C4622;Ankit;;;Kolkata;3/9/2023;;;10;user4621@mail.com;;;UK
C4623;Rahul;Female;;Bangalore;;;;;;;;UK
C4624;Kiran;;35;Mumbai;15/12/2020;;;;user4623mail.com;;;Canada
C4625;;Male;;Hyderabad;;;3045.64;1;;;;India
;Kiran;Female;35;Pune;22/11/2022;2/2/2021;;4;user4625@mail.com;;;India
C4627;Rahul;Female;;Chennai;14/5/2023;23/10/2022;4039.16;4;user4626@mail.com;;;Australia
C4628;Priya;Male;;;;22/6/2021;;1;user4627@mail.com;;;Australia
;Simran;Male;29;Bangalore;;22/3/2021;;10;;;;
;Simran;;29;Pune;;;;4;user4629@mail.com;;;India
C4631;Sneha;Male;;Pune;;;;1;;;;
;;Male;;Kolkata;7/2/2022;;;1;user4631mail.com;921899513;0921899513;India
C4633;Simran;Male;24;Pune;;;;;;;;USA
C4634;Ravi;Female;;Mumbai;;18/1/2022;4854.25;10;;;;
C4635;Kiran;;;Delhi;7/11/2021;2/7/2022;;1;user4634mail.com;;;
C4636;Neha;Male;;Chennai;2/11/2021;22/8/2020;;3;user4635mail.com;;;
;Ankit;Male;;Bangalore;;;4014.36;1;user4636mail.com;964762655;0964762655;Australia
C4638;Ravi;Female;18;Delhi;;25/9/2024;;4;;9765263745;9765263745;India
C4639;Neha;;;Delhi;1/3/2024;;;1;;;;Australia
C4640;Rahul;Male;;Chennai;23/6/2023;22/10/2025;;;;;;India
C4641;Amit;Male;58;;28/5/2021;;3743.55;1;;944588176;0944588176;
;Sneha;;;Delhi;;;;4;user4641@mail.com;;;India
C4643;Kiran;Male;;Hyderabad;6/12/2020;26/2/2023;;10;user4642@mail.com;9722872625;9722872625;India
C4644;;Male;;;;;979.16;10;;999267326;0999267326;India
C4645;Priya;;;Delhi;22/4/2024;;3548.7;2;;;;India
C4646;Sneha;Male;;Pune;28/2/2025;24/5/2023;;;;987238225;0987238225;
C4647;Rahul;Female;;Hyderabad;;;3794.53;1;user4646mail.com;;;USA
C4648;Simran;;;Delhi;;;;10;;;;USA
;Priya;Female;;Pune;;3/8/2022;;1;user4648mail.com;;;Australia
;Pooja;;;Hyderabad;26/1/2022;;3819.4;;user4649@mail.com;;;USA
;Kiran;;;Mumbai;;;;;;;;UK
C4652;Neha;Male;35;;9/3/2025;;;5;;;;Australia
C4653;;Male;;Bangalore;;;;2;;;;Australia
C4654;Priya;Female;;Kolkata;;;;3;;;;USA
C4655;Priya;Female;42;Chennai;1/10/2020;22/7/2024;;10;;9416792;0009416792;UK
C4656;;Female;;Kolkata;;;4756.57;10;user4655mail.com;;;
;Pooja;Female;;;21/9/2021;;;3;;;;India
;Sneha;Male;;Delhi;;10/1/2023;;10;;;;UK
;;Female;;Kolkata;;;;1;;;;UK
C4660;Ankit;;;Bangalore;22/7/2025;11/3/2024;3082.47;1;;9196331342;9196331342;USA
C4661;Sneha;Male;;Ahmedabad;5/1/2024;6/9/2023;;5;user4660mail.com;9575311;0009575311;India
C4662;Ravi;Female;;Chennai;;12/4/2025;;1;user4661@mail.com;9153987452;9153987452;Canada
C4663;;Male;;Kolkata;;;;;user4662mail.com;;;Canada
C4664;Sneha;Male;;;;;;1;;;;India
C4665;;;;Ahmedabad;18/8/2022;18/8/2025;;10;;;;USA
;Rahul;Male;;Chennai;;;;;;;;
C4667;;Female;;Pune;;;;4;;91371172;0091371172;UK
C4668;Rahul;;29;;20/11/2021;;;3;;;;Canada
C4669;Priya;Male;42;Delhi;24/2/2025;;;1;user4668@mail.com;;;Canada
C4670;Ravi;Male;;Kolkata;21/8/2020;;3468.36;10;user4669mail.com;;;Australia
;Kiran;Male;;Delhi;6/4/2022;;;1;user4670mail.com;;;Canada
C4672;Ravi;Male;;Mumbai;;;;;;;;USA
C4673;;Female;;Chennai;16/10/2025;;2530.58;10;;;;UK
C4674;;Female;;Hyderabad;14/9/2020;10/10/2021;;;;;;UK
C4675;Neha;Female;54;Hyderabad;;;;;;;;USA
C4676;Kiran;;19;;15/3/2025;14/12/2020;;5;;;;UK
C4677;Kiran;Female;;Delhi;;;2737.68;2;user4676@mail.com;924128972;0924128972;UK
;Pooja;Female;44;Chennai;;10/10/2025;;10;user4677@mail.com;;;UK
;Ankit;Female;;Bangalore;16/10/2020;29/9/2022;;1;;955646752;0955646752;UK
C4680;Pooja;;;Ahmedabad;;;;1;user4679mail.com;;;Canada
C4681;;Male;;Bangalore;;;;;user4680mail.com;;;India
C4682;Pooja;Male;31;Kolkata;;;2653.94;10;;;;Australia
C4683;Priya;Female;;Kolkata;10/2/2022;10/1/2024;;1;;948169613;0948169613;UK
C4684;Kiran;Female;67;Hyderabad;;;;1;;;;Australia
C4685;Sneha;Female;;Ahmedabad;;;;10;;;;USA
C4686;;Female;20;Pune;;;;;user4685@mail.com;;;UK
C4687;Pooja;Female;45;Hyderabad;19/4/2021;;;10;user4686@mail.com;;;India
C4688;Amit;Male;;Delhi;28/9/2023;;4353.73;10;user4687mail.com;;;India
C4689;Kiran;;;Hyderabad;;;1363.72;;;;;UK
;Priya;;;Pune;;;;4;user4689mail.com;;;
C4691;Ravi;;;Delhi;;;58.78;1;;;;USA
C4692;;Female;;;14/8/2022;;;10;;;;
;Priya;Female;;Pune;28/11/2022;;1952.1;;;969553943;0969553943;Canada
;Pooja;Male;;Delhi;23/5/2022;;;1;;;;Canada
C4695;Simran;Male;;Mumbai;12/10/2020;22/7/2022;1537.27;;;;;UK
;Ankit;Male;;Ahmedabad;;;;1;user4695@mail.com;;;Canada
C4697;Ankit;;;Mumbai;2/9/2025;;;3;;;;India
C4698;Ravi;Male;;Hyderabad;;21/4/2025;;10;;;;UK
C4699;Simran;;;Pune;20/4/2023;21/10/2020;;5;user4698@mail.com;9316115465;9316115465;UK
C4700;Sneha;Female;66;Ahmedabad;;;;;user4699mail.com;;;
C4701;Rahul;Female;;Hyderabad;;28/12/2023;958.62;10;;;;India
;Priya;;;Bangalore;15/10/2022;;;;;;;India
;Pooja;Male;36;Chennai;;;;4;;9536194941;9536194941;Australia
C4704;Amit;Male;;Ahmedabad;;;;1;;;;
;Neha;Female;;Mumbai;22/1/2025;;;;;;;USA
C4706;Kiran;Male;;Bangalore;;;;1;user4705@mail.com;;;Australia
C4707;Simran;Female;18;Delhi;17/8/2021;;1057.47;10;;;;India
;Kiran;;;Pune;9/1/2023;;4596.15;1;user4707@mail.com;;;UK
C4709;;Male;;Mumbai;7/12/2020;5/2/2025;450.53;2;user4708@mail.com;9159967372;9159967372;
C4710;Amit;Male;;Hyderabad;21/11/2025;;;10;user4709mail.com;;;Australia
C4711;;;;Pune;;22/4/2023;;1;;;;Australia
;Rahul;Female;;Kolkata;;;;1;user4711mail.com;;;
C4713;Ravi;Female;43;Pune;21/6/2023;;263.7;2;user4712mail.com;;;India
;Neha;Female;30;Ahmedabad;4/5/2025;26/7/2021;;;;;;
C4715;;Male;;Hyderabad;;;2822.65;;user4714mail.com;;;UK
C4716;Amit;Female;40;Mumbai;19/10/2023;;;10;;;;UK
C4717;Pooja;Male;;Kolkata;24/4/2022;;1706.41;;user4716mail.com;;;UK
C4718;Simran;Female;;Hyderabad;22/6/2025;17/7/2025;1194.9;1;user4717@mail.com;;;Australia
C4719;Kiran;Male;;Pune;;19/6/2022;4884.38;3;;;;India
C4720;Priya;Male;;Pune;26/1/2026;11/9/2021;1048.81;1;;97923273;0097923273;India
C4721;;Male;;Delhi;;13/3/2025;1671.31;1;user4720mail.com;;;UK
C4722;Ravi;Female;;Bangalore;21/3/2023;;2756.94;;user4721mail.com;;;India
;;Male;;Chennai;;;;3;user4722mail.com;;;USA
C4724;Rahul;Female;68;Mumbai;28/11/2022;2/12/2020;1078.08;10;user4723@mail.com;;;UK
;Priya;;;Pune;21/7/2023;11/8/2024;;10;user4724@mail.com;;;Canada
;Amit;;;Mumbai;23/12/2020;16/9/2022;421.97;;user4725mail.com;9637386768;9637386768;Australia
C4727;Rahul;Male;;;31/3/2023;;;1;user4726mail.com;;;
C4728;Rahul;Female;;Chennai;;;3968.87;1;;;;UK
C4729;Kiran;Female;;Chennai;30/3/2025;;162.75;10;user4728@mail.com;94269993;0094269993;USA
;Ankit;Male;;Pune;;29/11/2021;417.36;10;;;;India
;Rahul;Male;;Ahmedabad;;25/12/2023;1985.88;1;;;;Australia
C4732;Simran;Female;;;;14/8/2023;;2;user4731mail.com;;;Australia
C4733;Kiran;Male;26;Delhi;6/11/2022;;;10;user4732@mail.com;;;India
;Ankit;;;Chennai;;;520.74;1;;;;UK
C4735;Ravi;Male;69;Bangalore;;;;10;;;;
C4736;Sneha;Male;;;25/8/2024;;;;user4735mail.com;;;Canada
C4737;Ankit;Female;27;Mumbai;1/3/2022;;;1;user4736@mail.com;9768746164;9768746164;UK
C4738;;;;Mumbai;14/8/2023;;;;user4737mail.com;;;Canada
C4739;;Male;;Delhi;9/6/2025;12/8/2024;;1;;938274389;0938274389;India
C4740;;;;Hyderabad;;27/9/2020;;;;9268596672;9268596672;Canada
C4741;Neha;Male;;Kolkata;;26/11/2025;;10;;934983;0000934983;UK
C4742;Kiran;Male;;;;;;;user4741@mail.com;;;USA
C4743;;Male;;Delhi;;25/5/2025;;5;;;;
C4744;Ravi;Female;;Kolkata;26/11/2024;8/12/2022;;1;user4743@mail.com;;;Australia
C4745;;;;Mumbai;5/11/2024;31/8/2020;1063.74;10;;9823559827;9823559827;India
C4746;Ankit;Female;20;Bangalore;27/9/2020;;;;;9221875974;9221875974;Australia
;Priya;Female;;Mumbai;18/10/2021;;658.3;;user4746@mail.com;;;
C4748;Kiran;;;Ahmedabad;;2/8/2025;;1;user4747mail.com;;;UK
C4749;Priya;Male;24;Chennai;;;1827.79;;user4748@mail.com;;;
C4750;Sneha;;;;28/12/2025;;2278.26;1;user4749@mail.com;;;USA
;Simran;Male;;Mumbai;7/10/2025;;;;;931171963;0931171963;UK
C4752;Neha;Male;;Hyderabad;;;;1;;9143169987;9143169987;UK
C4753;Ravi;Female;27;Delhi;24/12/2022;;;10;;;;Canada
C4754;Ravi;;;Pune;4/11/2025;;;1;user4753@mail.com;9966937143;9966937143;India
;Sneha;Male;;Ahmedabad;;;852.7;10;;;;India
;Neha;Female;;Kolkata;;;;1;user4755mail.com;;;India
C4757;Priya;;;Chennai;6/7/2023;;277.58;1;user4756mail.com;;;Australia
C4758;Sneha;Female;;Ahmedabad;16/8/2020;;1637.84;1;;9984715761;9984715761;Australia
;Simran;Male;;Hyderabad;24/2/2023;;;;;;;Canada
C4760;Priya;Female;;Bangalore;;;;1;user4759@mail.com;914623177;0914623177;Australia
C4761;;Male;39;Pune;;5/12/2023;;10;;;;India
C4762;Priya;Female;;Delhi;12/1/2024;3/10/2024;2135.42;;;;;
C4763;Rahul;;;Kolkata;;;;10;;;;Canada
C4764;Kiran;;44;Chennai;;;2959.76;;;;;Canada
C4765;Ankit;;;Pune;;;;10;;;;
C4766;;Female;;Ahmedabad;;;;2;user4765mail.com;971173493;0971173493;Australia
C4767;Ankit;Male;;;;;;3;user4766mail.com;;;UK
C4768;Kiran;;;Hyderabad;28/12/2024;;;10;;;;India
C4769;Priya;Female;;Bangalore;9/1/2025;;;1;user4768@mail.com;9669469453;9669469453;Canada
;;Male;;Mumbai;27/2/2023;19/2/2021;219.12;10;;9359849121;9359849121;USA
C4771;Priya;Female;;Mumbai;11/1/2024;;1505.46;10;;;;UK
C4772;Simran;Male;;Mumbai;;;;;user4771@mail.com;;;USA
C4773;Sneha;Female;;Hyderabad;;;;4;user4772mail.com;9154974665;9154974665;UK
C4774;Neha;Male;27;Kolkata;;;;;user4773mail.com;;;
;;Male;;Mumbai;8/4/2023;27/6/2022;43.56;3;;;;UK
C4776;;Female;19;;;8/6/2023;;3;user4775@mail.com;;;Australia
C4777;Sneha;Female;;Pune;3/11/2025;;;2;user4776mail.com;;;Australia
C4778;Ravi;Male;59;Mumbai;6/6/2025;;2192.28;1;;;;Australia
C4779;Simran;Male;;Ahmedabad;20/5/2022;;663.92;;user4778mail.com;;;USA
C4780;Pooja;Female;;Bangalore;1/2/2022;6/9/2025;924.52;;user4779mail.com;;;Australia
C4781;Sneha;Female;;Ahmedabad;2/4/2023;;;10;user4780mail.com;983282154;0983282154;Canada
C4782;Priya;Female;56;Bangalore;20/3/2025;;;10;user4781@mail.com;92983632;0092983632;UK
C4783;Kiran;Male;;;29/6/2025;;;3;user4782mail.com;9146532745;9146532745;UK
C4784;Amit;Male;64;Kolkata;21/4/2023;;;1;user4783mail.com;;;Canada
;Kiran;Male;;Mumbai;9/9/2023;;;10;;;;India
